(0.6023515625, 0.63408984375)
(0.63408984375, 0.66826953125)
(0.67315234375, 0.7000078125)
(0.7097734375, 0.724421875)
(0.7293046875, 0.79278125)
(0.783015625, 0.8269609375)
(0.83916796875, 0.86358203125)
(0.8904375, 0.93194140625)
(0.9295, 0.96123828125)
(0.98076953125, 1.017390625)
(1.02715625, 1.056453125)
(1.06621875, 1.11260546875)
(1.1248125, 1.173640625)
(1.16631640625, 1.22491015625)
(1.22002734375, 1.27373828125)
